Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
169,11,0.4182,23.00,221.0,0.08647,0.999962,"YDR311W YKL028W YKR062W YPR052C YBR089C-A YPL194W YPR056W YOR187W YDR079C-A YPL122C YDR208W"
170,5,0.4000,4.000,56.00,0.05714,0.941238,"YPL281C YPL150W YOR238W YNL211C YLR285W"
171,10,0.4000,18.00,153.0,0.09424,0.990759,"YPL218W YPR181C YIL109C YNL264C YHR098C YNL049C YPL085W YCR067C YDR517W YGR057C"
172,6,0.4000,6.000,88.00,0.05660,0.995510,"YFR015C YDL145C YGL081W YPL219W YCL001W YPL222W"
173,5,0.4000,4.000,45.00,0.06780,0.997166,"YDR217C YER059W YDL224C YGR109C YOR368W"
174,71,0.4004,995.0,1341,0.4015,5.20497e-06,"YHR165C YMR240C YOR308C YER112W YER172C YBR055C YDR482C YLR275W YMR125W YBL026W YDR473C YKL095W YPL151C YNR011C YDR364C YLL036C YFL017W-A YGR091W YML046W YJL203W YDL087C YML049C YMR213W YGR013W YER013W YPR101W YJR022W YNL147W YLR438C-A YPL213W YPR178W YPR082C YJL124C YOR320C YOR159C YGR075C YBR152W YKR086W YBL074C YKL173W YBR065C YDL030W YMR288W YCR077C YDL098C YAL032C YDL209C YPR182W YLR117C YER029C YGR074W YBR188C YMR268C YLR147C YER146W YDL043C YLR424W YGR278W YIR009W YGR129W YDR378C YCR063W YGL128C YKL012W YNL145W YJR050W YDL184C YDR416W YFL066C YLR053C YLR281C"
175,10,0.4222,19.00,85.00,0.1532,0.865755,"YLR086W YFR031C YJR089W YBL097W YGR031W YDR325W YHR199C-A YLR272C YGL263W YFR025C"
176,16,0.4333,52.00,166.0,0.2080,0.867728,"YJL151C YBR002C YBR177C YBR041W YLL012W YLR100W YIL124W YPL145C YDL052C YLR144C YKL140W YMR152W YHR072W YNL204C YKL094W YKR089C"
177,5,0.4000,4.000,61.00,0.05333,0.948129,"YNL236W YAL009W YJR034W YGR046W YGR117C"
178,5,0.4000,4.000,76.00,0.04444,0.997315,"YDR335W YHR009C YOR359W YDL227C YBR137W"
179,23,0.4427,112.0,331.0,0.2290,0.970839,"YLR274W YDR013W YJL072C YBR202W YEL032W YNL273W YOL154W YMR048W YBL023C YNL102W YGL201C YDR489W YJR046W YPR019W YCL061C YDR052C YIL150C YOL146W YBL035C YKL045W YLR103C YPR135W YIR008C"
180,11,0.9273,51.00,231.0,0.1678,0.999556,"YGL150C YNL059C YER092W YJL081C YFL013C YNL215W YDL002C YOR141C YLR052W YOR189W YEL044W"
181,6,0.4000,6.000,73.00,0.06593,0.995257,"YJL034W YMR200W YOL031C YPR159W YJL073W YNR030W"
182,7,0.4286,9.000,34.00,0.1579,0.962854,"YDL107W YGR062C Q0275 Q0250 YBR024W YDR231C YBR037C"
183,6,0.4000,6.000,96.00,0.05263,0.993937,"YNL223W YOR233W YBR151W YAR019C YBR162C YER087W"
184,4,0.5000,3.000,13.00,0.1250,0.907062,"YDR503C YER113C YIL120W YAL058W"
185,6,0.4000,6.000,71.00,0.06742,0.956223,"YKL068W YDR465C YGR099W YKL033W YPR085C YJR136C"
186,14,0.4615,42.00,243.0,0.1342,0.998148,"YNL004W YJR032W YHR167W YCL011C YML062C YNL139C YKL214C YDL084W YDR138W YBR020W YDL021W YOR191W YOR166C YNL253W"
187,6,0.4000,6.000,81.00,0.06061,0.989241,"YPR086W YOR194C YKL058W YMR277W YDR123C YFR032C"
188,5,0.4000,4.000,59.00,0.05479,0.995031,"YJL125C YNL062C YNL244C YHR018C YDL124W"
189,38,0.5036,354.0,713.0,0.3097,0.379503,"YLR018C YMR047C YOR160W YGR119C YLR208W YDR424C YDL088C YDR159W YBL079W YML031W YDL116W YML103C YDL207W YKL068W YFR002W YJL041W YHR127W YDR335W YDR192C YGL172W YKL057C YJL061W YMR153W YER105C YIL115C YAR002W YKR082W YMR129W YGL092W YLR335W YDR465C YER107C YOR098C YPL169C YJR042W YJL039C YGL100W YKL186C"
190,11,0.4000,22.00,182.0,0.09735,0.996588,"YAL026C YDR264C YJR040W YGL203C YGR229C YOR104W YPR075C YER166W YOL137W YJL204C YCR094W"
191,9,0.5000,18.00,83.00,0.1513,0.858236,"YBR221C YER178W YDR430C YNL071W YGR193C YFL018C YCR079W YIL042C YJL131C"
192,5,0.4000,4.000,59.00,0.05479,0.983883,"YNL291C YGL008C YPL170W YHL040C YGR217W"
193,10,0.4000,18.00,139.0,0.1017,0.978107,"YBR083W YKL161C YHR084W YMR199W YPL049C YDR480W YCL066W YJR003C YDL057W YER180C"
194,6,0.4667,7.000,81.00,0.07000,0.982304,"YKL174C YCR028C YPR198W YGL051W YNL095C YAR033W"
195,13,0.4103,32.00,250.0,0.1039,0.999216,"YKL126W YNL006W YNL047C YKL203C YOL078W YER093C YMR104C YMR068W YIL105C YBR270C YJL058C YPL059W YDR151C"
196,6,0.4000,6.000,61.00,0.07595,0.970738,"YDR283C YEL053C YNL213C YCR020C-A YPR051W YIL119C"
197,5,0.4000,4.000,62.00,0.05263,0.980019,"YLR418C YGL017W YLR234W YGR043C YMR113W"
198,13,0.4744,37.00,150.0,0.1737,0.723442,"YBR103W YCR033W YMR273C YDR155C YIL112W YHR119W YOL068C YOR279C YGL194C YKR029C YMR038C YEL064C YLR299W"
199,6,0.4000,6.000,68.00,0.06977,0.992669,"YKL113C YOR144C YBR088C YHR031C YER041W YBL019W"
200,6,0.4000,6.000,68.00,0.06977,0.932458,"YHL003C YBR162W-A YPL094C YMR298W YKL063C YJR013W"
201,11,0.4000,22.00,178.0,0.09910,0.993247,"YOR156C YER016W YPL269W YHR134W YHR156C YDL064W YDL013W YER116C YBL063W YGR213C YCR039C"
202,6,0.4000,6.000,70.00,0.06818,0.597449,"YER179W YER095W YPR011C YHR079C-A YPL121C YDR014W-A"
203,7,0.4286,9.000,69.00,0.09783,0.969496,"YJL047C YDR054C YPR164W YBR026C YOL063C YDR363W YBL060W"
204,6,0.4667,7.000,52.00,0.09859,0.990739,"YHR068W YIL048W YBR164C YNL297C YDR141C YPR095C"
205,5,0.4000,4.000,47.00,0.06557,0.585594,"YDL017W YOR006C YNR048W YCR050C YFR057W"
206,5,0.4000,4.000,78.00,0.04348,0.995608,"YBR084W YDL130W YAL019W YBL022C YPL005W"
207,6,0.4000,6.000,64.00,0.07317,0.979017,"YDR170C YFR044C YBR281C YNL119W YHR201C YNL191W"
208,5,0.4000,4.000,55.00,0.05797,0.977914,"YHL002W YMR089C YNL239W YCR048W YMR084W"
209,5,0.4000,4.000,59.00,0.05479,0.993697,"YKL054C YHR031C YKL192C YJL180C YIL098C"
210,5,0.4000,4.000,46.00,0.06667,0.617203,"YDR479C YLR036C YGL065C YDL248W YOR377W"
211,9,0.4167,15.00,124.0,0.09554,0.918806,"YPL256C YLR079W YKR091W YBR295W YLR210W YBR135W YGR109C YGR108W YPL014W"
212,5,0.4000,4.000,67.00,0.04938,0.991308,"YDR251W YGL206C YDR358W YBR125C YIL044C"
213,5,0.4000,4.000,30.00,0.09091,0.996378,"YPL215W YGR174C YBR293W YDR506C YPR201W"
214,6,0.4000,6.000,88.00,0.05660,0.983280,"YDR227W YHR137W YLR438W YLR328W YLR278C YGR010W"
215,6,0.4000,6.000,69.00,0.06897,0.986116,"YJR112W YPR141C YOR360C YPL253C YDR020C YMR198W"
216,8,0.4286,12.00,122.0,0.08000,0.983030,"YPR175W YDR121W YCL032W YNL262W YBR278W YBR185C YKL164C YDL069C"
217,6,0.4667,7.000,25.00,0.1591,0.930630,"YLR394W YFL003C YLR160C YDL154W YGL249W YGL170C"
218,11,0.4182,23.00,224.0,0.08550,0.999661,"YCR012W YLR044C YHR174W YNL127W YNL192W YKL060C YEL031W YPR093C YDR161W YER168C YDR050C"
219,11,0.4000,22.00,180.0,0.09821,0.994234,"YOL112W YER149C YLR362W YNL293W YLR313C YLR319C YNL271C YDL159W YER087W YLL021W YGL015C"
220,5,0.4000,4.000,55.00,0.05797,0.988407,"YDR021W YLR248W YHR031C YFR043C YMR178W"
221,5,0.4000,4.000,23.00,0.1081,0.994912,"YHR198C YLL005C YBR291C YKR078W YMR019W"
222,6,0.4000,6.000,102.0,0.05000,0.997031,"YOR257W YBR111W-A YGL067W YOL072W YLL003W YOR296W"
223,5,0.4000,4.000,23.00,0.1081,0.997315,"YOR393W YJR108W YLR273C YBR255C-A YOR100C"
224,5,0.4000,4.000,66.00,0.05000,0.954656,"YLL060C YMR123W YBL075C YLR064W Q0160"
225,6,0.5333,8.000,15.00,0.2286,0.245340,"YLR201C YOR125C YJL068C YOL096C YGR255C YDR204W"
226,6,0.4000,6.000,65.00,0.07229,0.432006,"YLL023C YDR414C YGL259W YJL133W YJL193W YLL056C"
227,5,0.4000,4.000,47.00,0.06557,0.860179,"YGL237C YNL063W YPR085C YLR114C YGR146C"
228,5,0.4000,4.000,48.00,0.06452,0.941238,"YDL132W YLR224W YLR267W YLR352W YER011W"
229,5,0.4000,4.000,57.00,0.05634,0.993551,"YHR107C YGL062W YHR044C YHR043C YMR198W"
230,5,0.4000,4.000,58.00,0.05556,0.995266,"YNL229C YLR389C YDR009W YEL041W YGL251C"
231,20,0.4000,76.00,296.0,0.1845,0.982141,"YER068W YNL288W YDR059C YPL037C YJR011C YCR093W YNL091W YOL159C-A YBL051C YDR252W YGR134W YNR052C YIL038C YDL165W YGL178W YBR172C YAL021C YDL224C YGR088W YPR072W"
232,13,0.4231,33.00,180.0,0.1381,0.996554,"YOR014W YDL134C YOR073W YPL152W YIL153W YGR161C YDL188C YPR040W YAL016W YGR123C YMR028W YNR032W YHR075C"
233,5,0.4000,4.000,64.00,0.05128,0.996652,"YDR466W YER160C YLR228C YNL099C YJR154W"
234,10,0.4000,18.00,121.0,0.1132,0.977906,"YNR024W YJL050W YMR137C YDL175C YOL115W YIL079C YNL299W YJR036C YGR101W YKR066C"
235,8,0.5714,16.00,94.00,0.1270,0.938206,"YFR015C YGL134W YLR258W YOR178C YIL045W YPL219W YKR058W YJL137C"
236,5,0.4000,4.000,55.00,0.05797,0.995608,"YDL214C YHR139C YJL198W YOL065C YDL039C"
237,16,0.4000,48.00,230.0,0.1548,0.998192,"YKR014C YOR132W YNL044W YGR177C YOR089C YMR258C YNL093W YGL198W YGL210W YGR172C YNL263C YNL304W YBR264C YER031C YER136W YER074W-A"
238,6,0.4000,6.000,85.00,0.05825,0.998240,"YLL022C YPL001W YIR035C YLR401C YLR185W YJR154W"
239,12,0.4545,30.00,168.0,0.1351,0.958770,"YFR027W YPR007C YFL008W YJL074C YDL003W YER147C YIL026C YMR076C YDR180W YIL073C YPR068C YDR014W"
240,7,0.4286,9.000,99.00,0.07377,0.960125,"YKL004W YDR238C YOR363C YFR051C YLR051C YBR047W YPL057C"
241,5,0.4000,4.000,49.00,0.06349,0.702635,"YML074C YIL002C YPR073C YOR316C-A YKR019C"
242,5,0.4000,4.000,63.00,0.05195,0.996915,"YLR278C YLR442C YGL250W YMR318C YDL197C"
243,11,0.4000,22.00,162.0,0.1068,0.990265,"YBR034C YNR024W YNL251C YJL050W YMR137C YDL175C YOL115W YIL079C YNL299W YJR036C YEL016C"
244,22,0.6017,139.0,286.0,0.2964,0.485910,"YKL059C YPL008W YGR047C YKR002W YKL018W YDR301W YLR115W YMR061W YDR195W YDR228C YCR042C YGR156W YOR250C YJR093C YNL222W YAL043C YNL317W YDL218W YGL044C YPR107C YLR277C YOR179C"
245,5,0.4000,4.000,58.00,0.05556,0.992801,"YDR429C YIL152W YPL105C YDR366C YER071C"
246,7,0.4286,9.000,88.00,0.08108,0.992735,"YNL007C YOL111C YOR007C YOR164C YBR137W YHR047C YPR158W"
247,5,0.4000,4.000,63.00,0.05195,0.996093,"YNL135C YKL216W YMR087W YPR166C YKR055W"
248,6,0.4000,6.000,64.00,0.07317,0.978087,"YOR080W YDL102W YJR006W YJR043C YOR346W YKL176C"
249,5,0.4000,4.000,36.00,0.08000,0.996093,"YLR466W YEL061C YER042W YNR069C YLR454W"
250,7,0.4286,9.000,81.00,0.08654,0.526048,"YDR414C YGR199W YGL259W YHL042W YFL040W YHR032W YIL006W"
251,25,0.4100,123.0,270.0,0.2777,0.496121,"YML001W YBL050W YKR014C YMR231W YDR080W YOR036W YOR106W YPL045W YDR323C YDR495C YBR131W YDL077C YLR148W YMR197C YGR261C YAL014C YKL196C YPL195W YLR396C YLR093C YBR288C YGL212W YGL095C YAL002W YGL124C"
252,26,0.9846,320.0,558.0,0.3441,0.00555710,"YOR174W YHR058C YCL028W YNL236W YOL051W YBR193C YLR071C YHR041C YER022W YGL025C YOL135C YNR010W YGR104C YBL093C YML007W YGL151W YPL042C YGL127C YBR253W YDR308C YDR443C YCR081W YPR070W YDL005C YPR168W YMR112C"
253,6,0.4000,6.000,78.00,0.06250,0.964554,"YLR080W YHR124W YER157W YNL287W YPR117W YGL038C"
254,7,0.4286,9.000,66.00,0.1011,0.960466,"YDL132W YDR306C YDR131C YOL025W YLR352W YJL149W YER011W"
255,5,0.4000,4.000,56.00,0.05714,0.990567,"YMR233W YOL006C YFR011C YGR211W YOR009W"
256,4,0.6667,4.000,26.00,0.1053,0.907062,"YPR176C YOR347C YJL031C YOR370C"
257,6,0.4000,6.000,90.00,0.05556,0.998623,"YGL003C YPL267W YOR372C YDL155W YGL175C YJR058C"
258,6,0.4000,6.000,75.00,0.06452,0.990845,"YMR072W YOR058C YOR374W YER116C YCR039C YCR097W"
259,6,0.4000,6.000,68.00,0.06977,0.939928,"YBR279W YPL084W YDR069C YLL063C YLR073C YOR040W"
260,8,0.4286,12.00,108.0,0.08824,0.991850,"YOL082W YKL103C YGL215W YOL001W YHR113W YGL156W YCL033C YPL091W"
261,4,0.5000,3.000,11.00,0.1364,0.907062,"YCR038C YPR122W YAR071W YFR055W"
262,5,0.4000,4.000,39.00,0.07547,0.990378,"YML032C YBR073W YGR208W YLR226W YER073W"
263,5,0.4000,4.000,47.00,0.06557,0.980341,"YGR059W YLR314C YKR011C YLR356W YLR254C"
264,5,0.4000,4.000,28.00,0.09524,0.987957,"YHR188C YJR015W YHR050W YIL088C YHL017W"
265,5,0.4000,4.000,50.00,0.06250,0.983483,"YBL105C YBR166C YGR221C YHR070W YMR113W"
266,5,0.4000,4.000,72.00,0.04651,0.993551,"YMR205C YOR293W YIR007W YPR074C YBR117C"
267,6,0.4000,6.000,61.00,0.07595,0.990845,"YHR154W YER038C YBR228W YLR135W YKR023W YDL138W"
268,7,0.4286,9.000,79.00,0.08824,0.998551,"YKL103C YGL215W YOL001W YER059W YGL156W YMR311C YCL033C"
269,5,0.4000,4.000,53.00,0.05970,0.863339,"YOR220W YGR155W YGL087C YML076C YMR323W"
270,5,0.4000,4.000,45.00,0.06780,0.937439,"YMR098C YOL123W YMR064W YMR282C YDR350C"
271,5,0.4000,4.000,47.00,0.06557,0.985770,"YHR048W YGR260W YAL067C YNL275W YKR052C"
272,11,0.3455,19.00,165.0,0.09223,0.995027,"YPL115C YDR309C YML109W YMR273C YMR238W YLR229C YER115C YKL082C YHR061C YHR149C YIL055C"
273,5,0.4000,4.000,42.00,0.07143,0.941238,"YJL165C YOR292C YCR099C YDR020C YOL103W"
274,6,0.4000,6.000,47.00,0.09231,0.817201,"YGR262C YLR154C YHR011W YDR279W YNL072W YLR174W"
275,12,0.4091,27.00,123.0,0.1552,0.977399,"YJL178C YGR163W YBR207W YOR316C YMR221C YGL006W YML018C YDR119W YHR175W YDR105C YOL129W YDR352W"
276,5,0.4000,4.000,32.00,0.08696,0.968279,"YGR233C YIL050W YML014W YGL050W YHR071W"
277,5,0.4000,4.000,72.00,0.04651,0.955157,"YJR053W YER161C YLR389C YBR085W YHR002W"
278,6,0.4000,6.000,56.00,0.08108,0.990845,"YBR179C YLR389C YKL116C YOR211C YGR101W YDR470C"
279,5,0.4000,4.000,30.00,0.09091,0.992801,"YNR065C YCR028C YPL087W YGL087C YMR323W"
280,5,0.4000,4.000,63.00,0.05195,0.995995,"YMR207C YNR016C YKL198C YDR504C YJL070C"
281,7,0.7619,16.00,36.00,0.2424,0.746710,"YPL002C YMR077C YPL065W YKL041W YJR102C YLR119W YLR417W"
282,15,0.4095,43.00,136.0,0.2057,0.773459,"YGR033C YNR017W YJR045C YNL131W YPL063W YJL143W YIL022W YLR008C YJL104W YJL054W YNL310C YNL328C YLR369W YKR065C YML054C"
283,5,0.4000,4.000,26.00,0.1000,0.993841,"YBR061C YPL183C YMR259C YGR108W YOR171C"
284,6,0.4667,7.000,32.00,0.1373,0.910036,"YMR168C YLR376C YDR504C YIL132C YHL006C YDR078C"
285,5,0.4000,4.000,35.00,0.08163,0.987326,"YMR079W YMR137C YHR076W YDL001W YDL133W"
286,5,0.4000,4.000,47.00,0.06557,0.977914,"YEL013W YNL168C YFR035C YEL005C YCL063W"
287,15,0.4000,42.00,97.00,0.2485,0.314018,"YKL016C Q0085 YDL004W YJR121W Q0130 YLR393W YDR298C YPL078C Q0080 YBL099W YML081C-A YNL315C YJL180C YDR377W YPL271W"
288,5,0.4000,4.000,46.00,0.06667,0.985505,"YPR165W YOR134W YER096W YJR016C YDR389W"
289,5,0.4000,4.000,55.00,0.05797,0.997315,"YDR386W YER078C YNL024C YBR098W YPR047W"
290,5,0.4000,4.000,47.00,0.06557,0.833944,"YIL106W YFL034C-B YIR016W YER028C YBR255W"
291,13,0.4231,33.00,127.0,0.1774,0.968206,"YDR164C YPL232W YMR183C YAL030W YDR468C YMR017W YGR009C YER143W YOR327C YNR049C YGR247W YGR197C YPL270W"
292,5,0.4000,4.000,50.00,0.06250,0.994805,"YNL183C YER087W YOL066C YPL239W YNL148C"
293,5,0.4000,4.000,67.00,0.04938,0.997090,"YLL019C YMR102C YOR201C YIL113W YML111W"
294,5,0.4000,4.000,62.00,0.05263,0.995266,"YAL017W YOL125W YOR196C YNL247W YDR454C"
295,5,0.4000,4.000,21.00,0.1143,0.968279,"YBR168W YLR324W YHR150W YMR204C YGR004W"
296,6,0.7333,11.00,15.00,0.2895,0.0715141,"YBR097W YLR240W YBR128C YPL120W YLR360W YFL053W"
297,9,0.4167,15.00,129.0,0.09259,0.994896,"YPL161C YLR229C YAL041W YGR152C YIL140W YGL233W YDR379W YGR221C YGL126W"
298,18,0.3203,49.00,103.0,0.2606,0.606666,"YLR203C YDL107W YGL187C Q0045 Q0275 YML129C Q0250 YDL067C YNL052W YGR112W YIL157C YEL024W YJL062W-A Q0105 YIL111W YPL189C-A YHR051W YGR222W"
299,6,0.4000,6.000,61.00,0.07595,0.981029,"YBR260C YNL094W YGR196C YGR221C YAL049C YDL080C"
300,5,0.5000,5.000,30.00,0.1111,0.995995,"YGR071C YPL128C YKL090W YGR024C YLR373C"
301,19,0.5439,93.00,171.0,0.3079,0.126052,"YDR113C YHR166C YDL008W YOR249C YGR225W YKL022C YLR102C YBL084C YDR118W YFR036W YLR127C YNL172W YGL240W YDR260C YOR242C YIR025W YNL193W YDL169C YGR131W"
302,6,0.9333,14.00,70.00,0.1458,0.890928,"YOL117W YJR084W YDR179C YDL216C YMR025W YIL071C"
303,6,0.4000,6.000,51.00,0.08696,0.988634,"YPL070W YKL151C YLR245C YOR155C YBR111C YPR193C"
304,12,0.4242,28.00,137.0,0.1481,0.996927,"YDR027C YOR036W YDR323C YMR197C YAL014C YAL030W YDR468C YJR125C YDR484W YKR020W YGL095C YJL029C"
305,15,0.5429,57.00,197.0,0.2007,0.938095,"YAL011W YLR085C YML041C YJL081C YLR399C YGR002C YLR385C YBR231C YNL107W YDR334W YDR485C YIR021W YIR018W YOL052C Q0115"
306,5,0.4000,4.000,68.00,0.04878,0.993697,"YEL055C YER100W YGL043W YPR008W YPL229W"
307,6,0.4000,6.000,35.00,0.1132,0.986257,"YHR185C YHL008C YBL063W YMR016C YDR304C YDR248C"
308,6,0.4000,6.000,54.00,0.08333,0.997417,"YKR043C YBR011C YGR239C YMR267W YLR425W YPL066W"
309,5,0.4000,4.000,53.00,0.05970,0.987326,"YLL050C YFR016C YLR059C YMR092C YGL063W"
310,5,0.4000,4.000,49.00,0.06349,0.995719,"YCR091W YJL198W YDR007W YDL039C YPR063C"
311,5,0.4000,4.000,49.00,0.06349,0.992647,"YLR080W YJR152W YFL048C YDL010W YPR003C"
312,6,0.4000,6.000,72.00,0.06667,0.979202,"YMR190C YNL157W YML017W YGL017W YLR234W YPL024W"
313,5,0.4000,4.000,53.00,0.05970,0.991489,"YKL091C YKL168C YGR205W YDR177W YJR061W"
314,5,0.4000,4.000,66.00,0.05000,0.997090,"YBR115C YKR059W YHL014C YBR101C YPR042C"
315,8,0.4286,12.00,75.00,0.1165,0.994475,"YMR029C YMR052W YLR238W YJL101C YJL082W YHR216W YDR200C YFR008W"
316,6,0.4000,6.000,62.00,0.07500,0.997688,"YOL017W YMR120C YOR173W YNL247W YPL245W YLR270W"
317,4,0.6667,4.000,24.00,0.1111,0.972743,"YNL180C YDR353W YCR083W YHR106W"
318,5,0.4000,4.000,45.00,0.06780,0.948129,"YDL237W YBR218C YLR430W YPR148C YDR349C"
319,15,0.8667,91.00,176.0,0.3064,0.129787,"YNR024W YHR081W YOR001W YOL021C YDR280W YJR051W YGR195W YNL232W YGR095C YOL142W YCR035C YOR076C YDL111C YHR069C YGR158C"
320,5,0.4000,4.000,70.00,0.04762,0.992647,"YGL234W YBR049C YOR090C YCR047C YER009W"
321,5,0.4000,4.000,59.00,0.05479,0.983883,"YMR227C YMR043W YDR451C YHR065C YCR040W"
322,6,0.6000,9.000,49.00,0.1286,0.998089,"YHR206W YIL147C YIR004W YDL235C YLR006C YJR074W"
323,5,0.4000,4.000,51.00,0.06154,0.977546,"YLR377C YDR017C YJL103C YHR097C YML050W"
324,5,0.4000,4.000,38.00,0.07692,0.995995,"YCR098C YAR031W YDL018C YHR110W YNL008C"
325,5,0.4000,4.000,41.00,0.07273,0.899162,"YDR122W YIR004W YNL035C YDR287W YIL165C"
326,36,0.5032,317.0,756.0,0.2769,0.642917,"YDR167W YDR392W YDR448W YGR252W YDR145W YOL148C YHR099W YGL112C YML098W YPL101W YDR176W YMR005W YLR055C YGR274C YBR081C YEL009C YDR216W YMR227C YMR236W YGL066W YBR198C YBR111W-A YPL254W YCR082W YPL011C YML015C YCR042C YCL010C YMR223W YPL047W YER164W YOL072W YML114C YOR023C YMR312W YGL262W"
327,5,0.6000,6.000,25.00,0.1463,0.968279,"YJR131W YBR296C-A YJR108W YKL037W YBR255C-A"
328,5,0.4000,4.000,46.00,0.06667,0.977914,"YHL047C YHR133C YNL321W YNL279W YBR296C"
329,12,0.4091,27.00,173.0,0.1205,0.998300,"YPL255W YOR373W YDL239C YOL091W YPL124W YNL225C YKL042W YLR227C YER129W YOR177C YOR129C YGL170C"
330,5,0.4000,4.000,49.00,0.06349,0.997166,"YDR146C YDL127W YER015W YKR078W YMR019W"
331,5,0.4000,4.000,83.00,0.04124,0.997012,"YGL097W YGR185C YNL247W YDR002W YDL131W"
332,4,0.5000,3.000,30.00,0.07317,0.993495,"YGR058W YPR081C YGR136W YOR264W"
333,5,0.4000,4.000,42.00,0.07143,0.968279,"YBL058W YGL082W YJR098C YBR223C YOR342C"
334,5,0.4000,4.000,30.00,0.09091,0.994912,"YGR072W YHR077C YHL009W-B YDR034C YLR082C"
335,4,0.5000,3.000,33.00,0.06818,0.986741,"YHL014C YIR007W YPR074C YBR117C"
336,5,0.4000,4.000,43.00,0.07018,0.990352,"YCL027W YKR023W YKL105C YGR070W YNL058C"
337,14,0.5055,46.00,147.0,0.2081,0.920574,"YOR144C YFR027W YOL094C YDL164C YOR217W YJR068W YNL290W YHR191C YBR087W YMR078C YER173W YCL016C YCL042W YOR378W"
338,6,0.4000,6.000,28.00,0.1304,0.993790,"YBR296C-A YOR393W YJR108W YKL037W YBR255C-A YOR100C"
339,6,0.4000,6.000,76.00,0.06383,0.986397,"YDR318W YGR006W YPR046W YER069W YCL004W YOL028C"
340,5,0.4000,4.000,24.00,0.1053,0.993256,"YHR129C YOR172W YNR058W YJR008W YDR488C"
341,6,0.4000,6.000,56.00,0.08108,0.995257,"YML123C YNR041C YLR238W YNR075W YOR307C YDR200C"
342,9,0.7778,28.00,41.00,0.3218,0.0252437,"YMR135C YGL227W YBR105C YCL039W YDR255C YIL097W YBL049W YIL017C YDL176W"
343,5,0.4000,4.000,57.00,0.05634,0.990378,"YDR320C YGR167W YPR045C YKL069W YIL096C"
344,6,0.4000,6.000,56.00,0.08108,0.998647,"YIL129C YHR102W YDR017C YKL189W YBR001C YOR353C"
345,5,0.4000,4.000,72.00,0.04651,0.997090,"YDR320C YPL226W YPR045C YJR084W YJL101C"
346,7,0.4286,9.000,82.00,0.08571,0.975408,"YJL065C YOR304W YDR121W YDR541C YGL133W YCL021W-A YFR025C"
347,7,0.4286,9.000,83.00,0.08491,0.940528,"YKL212W YMR127C YPR018W YDR181C YOR213C YPL099C YBR007C"
348,20,0.4105,78.00,305.0,0.1844,0.976004,"YER068W YNL288W YDR059C YPL037C YJR011C YCR093W YNL091W YBL051C YDR252W YGR134W YHR193C YNR052C YIL038C YDL165W YBR172C YAL021C YDL224C YPR072W YDR221W YLR146C"
349,5,0.4000,4.000,44.00,0.06897,0.991308,"YGL181W YLR188W YMR182C YLL003W YHR177W"
350,5,0.4000,4.000,58.00,0.05556,0.955157,"YBR218C YBR130C YIL138C YNL079C YLR092W"
351,5,0.4000,4.000,46.00,0.06667,0.992647,"YKL185W YLR240W YOR120W YDL124W YBR222C"
352,5,0.4000,4.000,61.00,0.05333,0.995995,"YPR122W YOR136W YHR014W YBL022C YPR111W"
353,7,0.4286,9.000,61.00,0.1071,0.821229,"YOR066W YLR182W YDL056W YNR009W YHR116W YER111C YOL131W"
354,21,0.4095,86.00,475.0,0.1426,0.999759,"YLR080W YDR189W YLR078C YML067C YKL004W YER122C YDL192W YIL004C YDR238C YDL145C YNL258C YDR372C YLR268W YFL048C YFR051C YBR162C YPL246C YNL287W YIL076W YPL010W YPL057C"
355,11,0.4364,24.00,155.0,0.1194,0.993339,"YGR140W YMR168C YCR106W YJR060W YJR089W YGR113W YBR156C YMR094W YPL268W YHR199C-A YLL052C"
356,4,0.5000,3.000,19.00,0.1000,0.994300,"YOR275C YDR043C YHL027W YJL056C"
357,5,0.4000,4.000,64.00,0.05128,0.997530,"YDL059C YKL127W YER052C YER138C YBR129C"
